objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory1068,Evelyn C. Park Oral History Interview (2012),Evelyn C. Park,Mary Lynn Corbett,11/15/2012,2012,,1923-,part 1- 01:20:14 part 2-00:11:06,;;,,,,audio,audio,Digital,Yes,,Yes,OH041,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1069,Mary Hein Oral History Interview (2012),Mary Hein,Dana Van Burgh,12/4/2012,2012,,1933-,01:11:35.,;;,,,,audio,audio,Digital,,,Yes,OH042,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1070,Anita Rummel Oral History Interview (2012),Anita Rummel,Dana Van Burgh,12/6/2012,2012,,,00:32:16.,;;,,,,audio,audio,Digital,Yes,,Yes,OH043,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1071,George Rummel Oral History Interview (2012),George Rummel,Dana Van Burgh,12/6/2012,2012,,1930-2012,part 1-00:39:35 part 2- 00:39:37,;;,,,,audio,audio,Digital,Yes,,Yes,OH044,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1072,Jim Chladek Oral History Interview (2012),Jim Chladek,Dana Van Burgh,12/4/2012,2012,,1945-2012,00:38:46.,;;,,,,audio,audio,Digital,Yes,,Yes,OH045,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1073,Jim Sutton Oral History Interview (2012),Jim Sutton,Dana Van Burgh,12/4/2012,2012,,,01:41:12.,;;,,,,audio,audio,Digital,,,Yes,OH046,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1074,Elizabeth Rea Oral History Interview (2012),Elizabeth Rea,Dana Van Burgh,12/13/2012,2012,,1933-,01:22:12.,;;,,,,audio,audio,Digital,,,Yes,OH047,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1075,Phyllis Rush Oral History Interview (2012),Phyllis Rush,Dana Van Burgh,12/13/2012,2012,,1929-,part 1- 01:11:53 part 2-00:09:00,"Casper, Wyoming;;","Casper, Wyoming",,,audio,audio,Digital,,,Yes,OH048,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1076,John B. Strong Oral History Interview (2012),John B. Strong,Dana Van Burgh,12/18/2012,2012,Western History Center,1928-,00:46:18.,;;,,,,audio,audio,Digital,,,Yes,OH049,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1077,Max Willard Oral History Interview (2012),Max Willard,Dana Van Burgh,12/18/2012,2012,Western History Center,1928-,01:09:59.,Lived in casper for the last 40 years;;,Lived in casper for the last 40 years,,,audio,audio,Digital,,,Yes,OH050,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1078,Homer Whitlock Oral History Interview (2012),Homer Whitlock,Dana Van Burgh,12/19/2012,2012,Western History Center,,01:04:27.,;;,,,,audio,audio,Digital,,,Yes,OH051,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1079,Melissa Connely Oral History Interview (2012),Melissa Connely,Dana Van Burgh,12/19/2012,2012,Western History Center,,01:09:50.,;;,,,,audio,audio,Digital,,,Yes,OH052,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1080,Beecher Ed Strube Oral History Interview (2012),Beecher Ed Strube,Dana Van Burgh,12/20/2012,2012,Western History Center,1933-2012,01:17:56.,Story about his life starting at stories of being born premuture in 1933.;;,Story about his life starting at stories of being born premuture in 1933.,,,audio,audio,Digital,,,Yes,OH053,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1081,Debra Tarr Oral History Interview (2012),Debra Tarr,Dana Van Burgh,12/20/2012,2012,Western History Center,1992-1993,00:16:04.,The beginning of the Tate Museum including the Preplab that was running off of volutenter work.;;,The beginning of the Tate Museum including the Preplab that was running off of volutenter work.,,,audio,audio,Digital,,,Yes,OH054,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1082,Hermann Koch Oral History Interview (2013),Hermann Koch,Dana Van Burgh,1/3/2013,2013,,,00:55:01.,;;,,,,audio,audio,Digital,,,Yes,OH055,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1083,Marge Cole Oral History Interview (2013),Marge Cole,Dana Van Burgh,1/3/2013,2013,,,00:54:24.,;;,,,,audio,audio,Digital,,,Yes,OH056,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1084,David J. Harrington Oral History Interview (2013),David J. Harrington,Dana Van Burgh,1/15/2013,2013,,,02:13:33.,;;,,,,audio,audio,Digital,,,Yes,OH057,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1085,Betty deWees- Hazen Oral History Interview (2013),Betty deWees- Hazen,Dana Van Burgh,1/10/2013,2013,,,00:44:21.,;;,,,,audio,audio,Digital,,,Yes,OH058,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1086,Mary Jo Maxfield-Cox Oral History Interview (2013),Mary Jo Maxfield-Cox,Dana Van Burgh,1/17/2013,2013,,,01:06:13.,;;,,,,audio,audio,Digital,,,Yes,OH059,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1087,Leo R. Sanchez Oral History Interview (2013),Leo R. Sanchez,Dana Van Burgh,1/17/2013,2013,,,01:50:23.,;;,,,,audio,audio,Digital,,,Yes,OH060,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1088,Stephen J. Pfaff Oral History Interview (2013),Stephen J. Pfaff,Dana Van Burgh,1/24/2013,2013,,,01:23:25.,;;,,,,audio,audio,Digital,,,Yes,OH061,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1089,George Kay (Kronschnabel) Oral History Interview (2013),George Kay (Kronschnabel),Dana Van Burgh,1/31/2013,2013,,,01:03:47.,;;,,,,audio,audio,Digital,Yes,,Yes,OH062,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1090,Robert Maxwell Oral History Interview (2013),Robert Maxwell,Dana Van Burgh,1/5/2013,2013,,,00:36:25.,;;,,,,audio,audio,Digital,,,Yes,OH063,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1091,J. P. Cavigelli Oral History Interview (2013),J. P. Cavigelli,Dana Van Burgh,1/16/2013,2013,,,00:42:12.,;;,,,,audio,audio,Digital,,,Yes,OH064,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1092,"Warren ""Bounce"" Carlson Oral History Interview (2013)","Warren ""Bounce"" Carlson",Dana Van Burgh,1/31/2013,2013,,,00:53:22.,;;,,,,audio,audio,Digital,,,Yes,OH065,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1093,Deanna K. Schaff Oral History Interview (2013),Deanna K. Schaff,Dana Van Burgh,2/6/2013,2013,,,00:24.30.,;;,,,,audio,audio,Digital,,,Yes,OH066,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1094,Mary Hartman Oral History Interview (2013),Mary Hartman,Dana Van Burgh,2/7/2013,2013,,,01:26:39.,;;,,,,audio,audio,Digital,,,Yes,OH067,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1095,Robert L. Pettigrew; Jr. Oral History Interview (2013),Robert L. Pettigrew; Jr.,Elaine Hough,2/8/2013,2013,,,part 1-00:40:27 part 2- 00:02:14,;;,,,,audio,audio,Digital,Yes,,Yes,OH068,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1096,Marlyn Black Oral History Interview (2013),Marlyn Black,Dana Van Burgh,2/12/2013,2013,,,00:45:05.,;;,,,,audio,audio,Digital,Yes,,Yes,OH069,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1097,Sandy Leotta Oral History Interview (2013),Sandy Leotta,Dana Van Burgh,2/14/2013,2013,,,01:01:56.,;;,,,,audio,audio,Digital,,,Yes,OH070,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1098,Jackie Reid Oral History Interview (2013),Jackie Reid,Dana Van Burgh,2/19/2013,2013,,,01:41:51.,;;,,,,audio,audio,Digital,,,Yes,OH071,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1099,Audrey Bailey Oral History Interview (2013),Audrey Bailey,Dana Van Burgh,2/19/2013,2013,,,00:46:34.,;;,,,,audio,audio,Digital,Yes,,Yes,OH072,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1100,Barbara Strube-Yonts Oral History Interview (2013),Barbara Strube-Yonts,Dana Van Burgh,2/21/2013,2013,,,01:24:56.,;;,,,,audio,audio,Digital,,,Yes,OH073,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1101,Robert (Bob) Yonts Oral History Interview (2013),Robert (Bob) Yonts,Dana Van Burgh,2/21/2013,2013,,,,;;,,,,audio,audio,Digital,,,Yes,OH074,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,Missing audio.
wyomingoralhistory1102,Barbara Dobos Oral History Interview (2013),Barbara Dobos,Dana Van Burgh,3/5/2013,2013,,,part 1-00:09:34 part 2-00:04:34 part 3-00:04:59,;;,,,,audio,audio,Digital,,,Yes,OH075,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1103,Jolene Knaus Oral History Interview (2013),Jolene Knaus,Dana Van Burgh,3/21/2013,2013,,,00:40:18.,;;,,,,audio,audio,Digital,,,Yes,OH076,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1104,Joyce Weber Oral History Interview (2013),Joyce Weber,Dana Van Burgh,4/3/2013,2013,,,00:40:17.,;;,,,,audio,audio,Digital,,,Yes,OH077,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1105,Con Trumbull Oral History Interview (2013),Con Trumbull,Dana Van Burgh,4/18/2013,2013,,,00:51:33.,;;,,,,audio,audio,Digital,,,Yes,OH078,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1106,Ann Hines Oral History Interview (2013),Ann Hines,Carrie Baker,4/26/2013,2013,,,00:24:01.,;;,,,,audio,audio,Digital,,,Yes,OH079,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1107,Ralph Barton Oral History Interview (2013),Ralph Barton,Dana Van Burgh,5/2/2013,2013,,,00:42:03.,;;,,,,audio,audio,Digital,,,Yes,OH080,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1108,Robert Hildebrand Oral History Interview (2013),Robert Hildebrand,Dana Van Burgh,5/9/2013,2013,,,part 1-00:48:10 part 2-00:03:14,;;,,,,audio,audio,Digital,,,Yes,OH081,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1109,Mel Hamilton Oral History Interview (2013),Mel Hamilton,Phil White,8/27/2013,2013,,,01:21:40.,;;,,,,audio,audio,Digital,Yes,,Yes,OH082,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1110,Adam Leroy Strausner Oral History Interview (2013),Adam Leroy Strausner,Dana Van Burgh,9/5/2013,2013,,,01:40:52.,;;,,,,audio,audio,Digital,Yes,,Yes,OH083,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1111,Tom Ross Oral History Interview (2013),Tom Ross,Dana Van Burgh,9/5/2013,2013,,,00:59:13.,;;,,,,audio,audio,Digital,,,Yes,OH084,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1112,Jeremiah Burridge Oral History Interview (2013),Jeremiah Burridge,Dana Van Burgh,9/19/2013,2013,,,01:48:19.,;;,,,,audio,audio,Digital,,,Yes,OH085,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1113,Jill Wright Oral History Interview (2013),Jill Wright,Dana Van Burgh,10/3/2013,2013,,,part 1-00:27:47 part 2-00:00:40,;;,,,,audio,audio,Digital,,,Yes,OH086,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1114,Donald Dean Wolcott Oral History Interview (2013),Donald Dean Wolcott,Dana Van Burgh,10/15/2013,2013,,,01:42:05.,;;,,,,audio,audio,Digital,,,Yes,OH087,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1115,Frank Stofflet Oral History Interview (2013),Frank Stofflet,Dana Van Burgh,10/15/2013,2013,Western History Center,,01:09:22.,;;,,,,audio,audio,Digital,,,Yes,OH088,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1116,Paul Hallock Oral History Interview (2013),Paul Hallock,Dana Van Burgh,10/17/2013,2013,,,00:41:36.,About the Casper College Foundation;;,About the Casper College Foundation,,,audio,audio,Digital,,,Yes,OH089,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
wyomingoralhistory1117,Allen Skillman Oral History Interview (2013),Allen Skillman,Dana Van Burgh,10/17/2013,2013,,,01:05:38.,;;,,,,audio,audio,Digital,,,Yes,OH090,"Casper College, Western History Center","125 College Drive, Casper, WY 82601",307-268-2680,wyoref@caspercollege.edu,http://www.caspercollege.edu/whc,
